method,regime,observations,avg_forward_ret_1d,median_forward_ret_1d,forward_vol_1d_ann,win_rate_1d,downside_vol_1d_ann,cvar_5pct_1d,avg_forward_ret_5d,median_forward_ret_5d,forward_vol_5d_ann,win_rate_5d,downside_vol_5d_ann,cvar_5pct_5d,avg_forward_ret_20d,median_forward_ret_20d,forward_vol_20d_ann,win_rate_20d,downside_vol_20d_ann,cvar_5pct_20d
hmm,0,858,0.001163064310804192,0.0010262789251274107,0.08495964373142369,0.5939323220536756,0.08627966925983611,-0.01663237766544492,0.0045095356877985415,0.005828066930174236,0.10479675723635568,0.6670574443141852,0.08479875658243884,-0.03456615341524121,0.014661691739093931,0.021011343691991646,0.12341654348509008,0.7577565632458234,0.11289718107303223,-0.08211836692027748
hmm,1,1473,0.0002884199761435094,0.0005043459782181348,0.06923377718265725,0.548540393754243,0.07399465099847741,-0.015126507718448043,0.0010072152780341084,0.002672951248752664,0.09018949736037563,0.5885947046843177,0.08642544760417996,-0.03599149741684812,0.004115863994078326,0.010458480402118164,0.11193927593186642,0.6415478615071283,0.12254034321023594,-0.08596802697568799
hmm,2,1033,0.0005362069329657273,0.0007827476049864224,0.13428388658242996,0.5440464666021297,0.12424513017507711,-0.025438255082795663,0.003668272558241142,0.006153127185645646,0.151249034358803,0.6253630203291385,0.13382505551146381,-0.05614992064057744,0.01383301530601576,0.020850435574536252,0.14866507327122955,0.7153920619554696,0.13608471300543457,-0.09711095222860996
hmm,3,561,0.0006681695437155762,0.0007162303285384031,0.23071353230880265,0.5258467023172906,0.23494579148910286,-0.04666826146103017,0.00439622905651539,0.006805100248158391,0.27382067854905157,0.5793226381461676,0.19762713037553198,-0.08747626122653068,0.022932519239882775,0.03270947722177664,0.2568626350232675,0.6702317290552585,0.13051255518418992,-0.11087066243404306
kmeans,0,352,0.0008213403035880984,0.000973508251140065,0.15568084334771018,0.5539772727272727,0.15549959472001398,-0.03090593153988454,0.004746439482651497,0.009462860413556817,0.1888824190976295,0.6363636363636364,0.14357610584899871,-0.06196850719324928,0.02041867005601989,0.036190949382216564,0.1881797159374092,0.7130681818181818,0.1131521323948816,-0.09519432810822809
kmeans,1,2610,0.0004068845644307431,0.0005864162616679991,0.08015823075913975,0.5515523188961288,0.08467901851653702,-0.017127895565928638,0.001975574119909719,0.003586704526915341,0.0993063080515284,0.6119001919385797,0.0936085608114555,-0.03872955507449162,0.00794901812550523,0.013336059270725453,0.11786776443697122,0.6903474903474903,0.12378735006258759,-0.08560761747558562
kmeans,2,889,0.0009391162125007928,0.0014767842009306698,0.16561468192445383,0.5556805399325084,0.15646794906501665,-0.03159360156598723,0.004647410416319744,0.006893772772804896,0.1938836059231181,0.6152980877390326,0.1515651023045664,-0.06534854598946482,0.015317271955112179,0.02425678710559631,0.187171906993985,0.6760404949381328,0.13265702229035314,-0.10560730599322257
kmeans,3,74,0.0022268336029809747,0.00624763995708022,0.42937002422896786,0.6216216216216216,0.40658646166327855,-0.08345705401826767,0.008610904854570717,0.013862655119393441,0.4669236085250947,0.5675675675675675,0.3336633151975375,-0.14393916726192119,0.05555986314127479,0.06389839177173162,0.3792970352162395,0.7432432432432432,0.16008498226142792,-0.11523768254006381
