date,regime,prior_position,chosen_position,value_0,value_25,value_50,value_75,value_100,visits_0,visits_25,visits_50,visits_75,visits_100
2013-06-26,2,0.0,0.0,0.003016425219747133,-0.007424051970888168,,,,51,49,0,0,0
2013-06-27,2,0.0,0.25,-0.0011534441782890064,0.001650968187415,,,,50,50,0,0,0
2013-06-28,2,0.0,0.25,8.12103949613576e-05,0.00024341851726274817,,,,50,50,0,0,0
2013-07-01,2,0.0,0.0,0.000493980031148375,-0.00028786710184902967,,,,50,50,0,0,0
2013-07-02,2,0.0,0.0,-0.00029756321535777007,-0.0037534143957500734,,,,50,50,0,0,0
2013-07-03,2,0.0,0.25,-0.0014754560848612317,0.0027125181929635745,,,,50,50,0,0,0
2013-07-05,0,1.0,1.0,,,,0.006993042610788147,0.015159817029817516,0,0,0,49,51
2013-07-08,0,1.0,1.0,,,,-0.00703441482792905,0.010536525204491796,0,0,0,48,52
2013-07-09,0,1.0,1.0,,,,-0.006213205021066659,0.032172128002145785,0,0,0,46,54
2013-07-10,0,1.0,1.0,,,,-0.027147844678441998,-0.01219245933919935,0,0,0,48,52
2013-07-11,0,1.0,0.75,,,,0.013442230062949758,0.0032344888559750263,0,0,0,51,49
2013-07-12,0,1.0,1.0,,,,-0.00031940022717110805,0.005138810704898745,0,0,0,49,51
2013-07-15,0,1.0,0.75,,,,0.018778154212570182,0.003942867058526959,0,0,0,52,48
2013-07-16,0,1.0,1.0,,,,0.0058524531968390655,0.00728108853213057,0,0,0,50,50
2013-07-17,0,1.0,1.0,,,,-0.013040114509145256,0.01051921148252676,0,0,0,47,53
2013-07-18,0,1.0,1.0,,,,0.0032880043984063714,0.009344792204538648,0,0,0,49,51
2013-07-19,0,1.0,0.75,,,,0.015754276942933396,0.013338185567793134,0,0,0,50,50
2013-07-22,0,1.0,0.75,,,,0.0020864561260301446,-0.01646835795121526,0,0,0,52,48
2013-07-23,0,1.0,1.0,,,,-0.030825411210491097,-0.006139553205847547,0,0,0,47,53
2013-07-24,0,1.0,1.0,,,,-0.002157003861538161,0.01185644657136666,0,0,0,48,52
2013-07-25,0,1.0,1.0,,,,-0.0010270193387364043,0.009705664890067647,0,0,0,49,51
2013-07-26,1,0.0,0.25,-0.00409871152867471,-0.0019879183596913336,,,,50,50,0,0,0
2013-07-29,1,0.0,0.0,0.00024868862862759724,-0.0019774933805774657,,,,50,50,0,0,0
2013-07-30,1,0.0,0.0,-0.0003625458613277148,-0.005494966069269144,,,,51,49,0,0,0
2013-07-31,1,0.0,0.25,-0.000573222959137,-0.0005243798005856047,,,,50,50,0,0,0
2013-08-01,1,0.0,0.25,-0.002287241613966358,0.0009708779324558377,,,,50,50,0,0,0
2013-08-02,1,0.0,0.0,0.0009604311701964207,0.0006822510210297687,,,,50,50,0,0,0
2013-08-05,1,0.0,0.25,0.0005504436278956835,0.0034228293572469647,,,,50,50,0,0,0
2013-08-06,1,0.0,0.0,0.0011572608681509695,-0.005030365156501384,,,,51,49,0,0,0
2013-08-07,1,0.0,0.0,-0.0005786538818847133,-0.001405270221858996,,,,50,50,0,0,0
2013-08-08,1,0.0,0.25,-7.613590685087682e-05,0.0008565643270883645,,,,50,50,0,0,0
2013-08-09,1,0.0,0.0,-0.0006592208386078245,-0.003545710105473031,,,,50,50,0,0,0
2013-08-12,1,0.0,0.25,-0.0006142743408066478,0.0022021449143489404,,,,50,50,0,0,0
2013-08-13,1,0.0,0.0,-0.0010224213808174127,-0.0013156206713585954,,,,50,50,0,0,0
2013-08-14,1,0.0,0.0,-0.0009536166426972414,-0.0017424459062765517,,,,50,50,0,0,0
2013-08-15,2,0.0,0.25,-0.001560839584358226,-0.0013429389974446277,,,,50,50,0,0,0
2013-08-16,2,0.0,0.25,0.00206352377882519,0.002476617719497864,,,,50,50,0,0,0
2013-08-19,2,0.0,0.0,-0.00025355164541455234,-0.005506016869368565,,,,51,49,0,0,0
2013-08-20,2,0.0,0.25,-0.0011060418111985685,0.006636915658666655,,,,49,51,0,0,0
2013-08-21,2,0.0,0.25,-0.002675351664955443,-0.0020629370067605517,,,,50,50,0,0,0
2013-08-22,1,0.0,0.25,-0.0007363741682907262,0.000586261847458951,,,,50,50,0,0,0
2013-08-23,1,0.0,0.25,-0.00015969979599319843,0.0011524523643838276,,,,50,50,0,0,0
2013-08-26,1,0.0,0.25,-0.0009312361822090614,0.00174854008177536,,,,50,50,0,0,0
2013-08-27,2,0.0,0.0,-0.0005404523862144696,-0.008173213089793616,,,,51,49,0,0,0
2013-08-28,2,0.0,0.25,0.0015192396704965278,0.002357723479814789,,,,50,50,0,0,0
2013-08-29,2,0.0,0.25,-0.00439951505776141,-0.0005816481377624448,,,,50,50,0,0,0
2013-08-30,2,0.0,0.25,0.0001705845995452466,0.0021553919306583945,,,,50,50,0,0,0
2013-09-03,2,0.0,0.0,0.0010872478333893052,0.00044618454908879594,,,,50,50,0,0,0
2013-09-04,2,0.0,0.0,-0.0005242817630423872,-0.002810004814301492,,,,50,50,0,0,0
2013-09-05,1,0.0,0.0,-0.000643962130682856,-0.008404997467121323,,,,51,49,0,0,0
2013-09-06,1,0.0,0.25,0.00019084094595143593,0.00031864624570420385,,,,50,50,0,0,0
2013-09-09,1,0.0,0.25,-0.00280213932645264,-0.00012923132650906322,,,,50,50,0,0,0
2013-09-10,1,0.0,0.25,-0.00037777669000914663,0.0020742235249415295,,,,50,50,0,0,0
2013-09-11,1,0.0,0.25,-0.0009193242028975014,-0.00017795926183603278,,,,50,50,0,0,0
2013-09-12,1,0.0,0.0,0.0008881176112064511,-0.0009681947948668861,,,,50,50,0,0,0
2013-09-13,1,0.0,0.25,-2.9078758249789425e-05,0.0002716054633319089,,,,50,50,0,0,0
2013-09-16,1,0.0,0.25,0.0006768144238000998,0.0014798618138243188,,,,50,50,0,0,0
2013-09-17,1,0.0,0.25,-0.002674369961143202,0.0002326609196564897,,,,50,50,0,0,0
2013-09-18,1,0.0,0.25,-0.002613546247839444,-8.719583994049894e-05,,,,50,50,0,0,0
2013-09-19,1,0.0,0.25,0.0009469448775674666,0.002174585636631336,,,,50,50,0,0,0
2013-09-20,1,0.0,0.0,-0.0017479337690444162,-0.008273838312693358,,,,51,49,0,0,0
2013-09-23,1,0.0,0.0,0.0010887058701010385,-0.00025139150654798786,,,,50,50,0,0,0
2013-09-24,1,0.0,0.25,-0.003880523860856523,0.00027510340799978176,,,,50,50,0,0,0
2013-09-25,1,0.0,0.25,-0.00019561699604870819,0.001835107475131659,,,,50,50,0,0,0
2013-09-26,1,0.0,0.0,0.0012021226075471245,0.0005087775986776038,,,,50,50,0,0,0
2013-09-27,1,0.0,0.25,-0.0014334681224854558,0.0010923746276662472,,,,50,50,0,0,0
2013-09-30,1,0.0,0.25,-0.0014550668880373744,0.002722473653195104,,,,50,50,0,0,0
2013-10-01,1,0.0,0.25,-0.0019926135337679325,0.00041824267902992727,,,,50,50,0,0,0
2013-10-02,1,0.0,0.25,0.001746957884748892,0.0019026788148105095,,,,50,50,0,0,0
2013-10-03,1,0.0,0.25,2.8454473531188208e-05,0.00016890751140314502,,,,50,50,0,0,0
2013-10-04,1,0.0,0.25,0.0008815581318429513,0.0018339701007536707,,,,50,50,0,0,0
2013-10-07,2,0.0,0.25,0.0002468221168400721,0.0010320685946871675,,,,50,50,0,0,0
2013-10-08,2,0.0,0.0,-1.4695177560249704e-05,-0.004627202853715067,,,,51,49,0,0,0
2013-10-09,2,0.0,0.0,0.0018113194384360319,0.0002508276502483951,,,,50,50,0,0,0
2013-10-10,2,0.0,0.0,-0.0005553943760089668,-0.005246342342097701,,,,51,49,0,0,0
2013-10-11,1,0.0,0.25,-0.0011199205680132935,-0.0003750823702177774,,,,50,50,0,0,0
2013-10-14,1,0.0,0.25,-0.0019503824273742086,-0.0007198642558628403,,,,50,50,0,0,0
2013-10-15,1,0.0,0.0,0.0004095451312041526,0.00010018767485727427,,,,50,50,0,0,0
2013-10-16,1,0.0,0.0,0.0003260076632312945,-0.00014965904034447574,,,,50,50,0,0,0
2013-10-17,1,0.0,0.25,-0.0005127092332900516,0.0007978664273365541,,,,50,50,0,0,0
2013-10-18,1,0.0,0.25,-0.00026229741081882827,0.0011693286911150646,,,,50,50,0,0,0
2013-10-21,1,0.0,0.0,0.0004788328459861212,-0.0038332047241676336,,,,50,50,0,0,0
2013-10-22,1,0.0,0.25,9.461311584580285e-05,0.00027266865713822215,,,,50,50,0,0,0
2013-10-23,1,0.0,0.25,0.0008757465267537049,0.0016244743213557962,,,,50,50,0,0,0
2013-10-24,1,0.0,0.0,0.00011806538357318953,-0.0019242347329843305,,,,50,50,0,0,0
2013-10-25,1,0.0,0.0,-0.00022334638188011274,-0.004437273096128579,,,,50,50,0,0,0
2013-10-28,1,0.0,0.0,0.0010567911665341977,-3.205409366486426e-05,,,,50,50,0,0,0
2013-10-29,1,0.0,0.0,0.0005361523390770329,-0.001986225601114226,,,,50,50,0,0,0
2013-10-30,1,0.0,0.0,0.0002533312364230785,0.0002292622023214334,,,,50,50,0,0,0
2013-10-31,1,0.0,0.0,0.0015992226107141856,0.0012011455378897109,,,,50,50,0,0,0
2013-11-01,1,0.0,0.0,0.0011352792881418685,-0.000712230142425223,,,,50,50,0,0,0
2013-11-04,1,0.0,0.25,-0.0011690406000075522,-7.70407678670481e-05,,,,50,50,0,0,0
2013-11-05,1,0.0,0.0,0.0003899838779232163,-0.0009669062738175881,,,,50,50,0,0,0
2013-11-06,1,0.0,0.0,0.0002556332450777957,-0.000583269138492088,,,,50,50,0,0,0
2013-11-07,1,0.0,0.0,0.0005112578933469321,-0.0003167789374664301,,,,50,50,0,0,0
2013-11-08,1,0.0,0.25,-1.5134512871126811e-05,0.001615288605584896,,,,50,50,0,0,0
2013-11-11,1,0.0,0.0,0.0006766894267277127,-0.0008119166421825937,,,,50,50,0,0,0
2013-11-12,1,0.0,0.0,0.0004808127619843741,-0.002030702589915996,,,,50,50,0,0,0
2013-11-13,1,0.0,0.25,-0.002322837372311588,0.0030793621392365502,,,,49,51,0,0,0
2013-11-14,1,0.0,0.0,0.00031419996251988105,-0.0018786204915022997,,,,50,50,0,0,0
2013-11-15,1,0.0,0.0,0.00012485271849595257,-0.001052421577705498,,,,50,50,0,0,0
2013-11-18,1,0.0,0.0,-6.099354958084745e-05,-0.0029423265690509794,,,,50,50,0,0,0
2013-11-19,1,0.0,0.0,0.0018261065204719323,0.0010972427210530036,,,,50,50,0,0,0
2013-11-20,1,0.0,0.25,-0.0005913820419967443,0.00014955281862007888,,,,50,50,0,0,0
2013-11-21,1,0.0,0.0,3.3326028986471256e-05,-0.0018658107785997275,,,,50,50,0,0,0
2013-11-22,1,0.0,0.0,0.0014106856658545272,0.0007710684835152683,,,,50,50,0,0,0
2013-11-25,1,0.0,0.25,-0.0018585540880225134,-0.0001436714172485689,,,,50,50,0,0,0
2013-11-26,1,0.0,0.0,0.0007435575864445618,-0.0013950741010119896,,,,50,50,0,0,0
2013-11-27,1,0.0,0.0,0.0002443346200416847,-0.0039169383866563675,,,,50,50,0,0,0
2013-11-29,1,0.0,0.25,-0.0005003889173676325,0.00162929307540277,,,,50,50,0,0,0
2013-12-02,1,0.0,0.25,-0.0018638149643940532,-0.000565120054765615,,,,50,50,0,0,0
2013-12-03,1,0.0,0.0,-0.0009331356095695983,-0.0010183361309793145,,,,50,50,0,0,0
2013-12-04,1,0.0,0.25,-0.0004593377267941779,0.0017191077720178412,,,,50,50,0,0,0
2013-12-05,1,0.0,0.25,-0.001168878062168837,-0.0005863602381153176,,,,50,50,0,0,0
2013-12-06,1,0.0,0.0,0.00012904868286235194,-0.0023843043143836336,,,,50,50,0,0,0
2013-12-09,1,0.0,0.0,-0.00011129089560202677,-0.0006794782974439872,,,,50,50,0,0,0
2013-12-10,1,0.0,0.0,0.00045887950259938646,-0.0023167458262812507,,,,50,50,0,0,0
2013-12-11,1,0.0,0.0,0.0016589156946040303,-0.00010780117435407911,,,,50,50,0,0,0
2013-12-12,1,0.0,0.25,-0.0008177091437757732,0.001224021189793455,,,,50,50,0,0,0
2013-12-13,1,0.0,0.0,-0.0007370596085423814,-0.002074578654979424,,,,50,50,0,0,0
2013-12-16,1,0.0,0.25,-0.0007582754952573886,-1.3779742962411033e-05,,,,50,50,0,0,0
2013-12-17,1,0.0,0.25,-0.0007015395463010831,0.0008313789345963044,,,,50,50,0,0,0
2013-12-18,1,0.0,0.0,-0.0001812089083997493,-0.002357272132044128,,,,50,50,0,0,0
2013-12-19,1,0.0,0.0,-0.0009674737802737427,-0.001150013736115106,,,,50,50,0,0,0
2013-12-20,1,0.0,0.25,0.0003302395630492963,0.0009145752896512798,,,,50,50,0,0,0
2013-12-23,1,0.0,0.25,-0.0008718066202059629,0.0011817155516937994,,,,50,50,0,0,0
2013-12-24,1,0.0,0.25,-0.0006752591591593554,8.70894911889096e-05,,,,50,50,0,0,0
2013-12-26,1,0.0,0.0,0.0003989193995444683,0.0003684005372242909,,,,50,50,0,0,0
2013-12-27,1,0.0,0.25,-0.0021054985765307857,0.004380019326167421,,,,49,51,0,0,0
2013-12-30,1,0.0,0.25,-0.0003011133773843519,0.0004216034722340658,,,,50,50,0,0,0
2013-12-31,1,0.0,0.25,-0.0015493994722239615,-0.00022949320165344573,,,,50,50,0,0,0
2014-01-02,1,0.0,0.25,0.0001537299680151221,0.001929433447036657,,,,50,50,0,0,0
2014-01-03,1,0.0,0.0,0.0014495190053283149,-0.0028195619157788286,,,,50,50,0,0,0
2014-01-06,1,0.0,0.25,-0.0018360252450818758,0.0024293448103107477,,,,50,50,0,0,0
2014-01-07,1,0.0,0.25,-0.0008884010269979415,0.0018457113862158604,,,,50,50,0,0,0
2014-01-08,1,0.0,0.25,0.00040183799461350944,0.0006955371181871646,,,,50,50,0,0,0
2014-01-09,1,0.0,0.0,0.0008761473343081672,0.00045323644825638235,,,,50,50,0,0,0
2014-01-10,1,0.0,0.25,0.001035260068629261,0.001713674004445595,,,,50,50,0,0,0
2014-01-13,1,0.0,0.25,-0.001812515927202583,0.0019452623270982562,,,,50,50,0,0,0
2014-01-14,1,0.0,0.0,0.0002285897431574896,-2.8343543702897753e-06,,,,50,50,0,0,0
2014-01-15,1,0.0,0.25,0.0007018762723299274,0.001516615329484183,,,,50,50,0,0,0
2014-01-16,1,0.0,0.25,-0.0020786841793501427,-9.934843716908453e-05,,,,50,50,0,0,0
2014-01-17,1,0.0,0.25,-0.0004748909508819602,0.0012978328245601151,,,,50,50,0,0,0
2014-01-21,1,0.0,0.25,0.000214986279815552,0.0005534894217352119,,,,50,50,0,0,0
2014-01-22,1,0.0,0.0,0.0004688197698445088,-0.0026258394996821464,,,,50,50,0,0,0
2014-01-23,1,0.0,0.0,0.00037737345347545035,-0.0009156578909284979,,,,50,50,0,0,0
2014-01-24,2,0.0,0.0,0.0010260398150119733,-0.00147892671655934,,,,50,50,0,0,0
2014-01-27,2,0.0,0.25,0.0008055664819758006,0.002589209461245795,,,,50,50,0,0,0
2014-01-28,2,0.0,0.0,0.002178943451219926,0.001835969185999785,,,,50,50,0,0,0
2014-01-29,2,0.0,0.0,-0.0024837174804770387,-0.0143980085358408,,,,51,49,0,0,0
2014-01-30,2,0.0,0.0,0.0009664568209133094,0.00023562142717235883,,,,50,50,0,0,0
2014-01-31,2,0.0,0.25,-0.005703564245959115,-0.0040358102606053315,,,,50,50,0,0,0
2014-02-03,2,0.0,0.25,-0.001900044819991613,0.002969740773149825,,,,49,51,0,0,0
2014-02-04,2,0.0,0.0,-5.483539182659008e-06,-0.005226693148469024,,,,51,49,0,0,0
2014-02-05,2,0.0,0.0,0.0029819711490253475,0.0013346621849719392,,,,50,50,0,0,0
2014-02-06,2,0.0,0.0,0.0010446633571091837,-0.005741994044765293,,,,51,49,0,0,0
2014-02-07,2,0.0,0.0,-0.002203498913141475,-0.004261614886157846,,,,50,50,0,0,0
2014-02-10,2,0.0,0.25,0.0011454013781018344,0.0017181503387853022,,,,50,50,0,0,0
2014-02-11,2,0.0,0.25,-0.0007324423676627305,-0.0002918677031950006,,,,50,50,0,0,0
2014-02-12,2,0.0,0.0,-0.003357724374008479,-0.004882589813122801,,,,50,50,0,0,0
2014-02-13,1,0.0,0.25,-0.0016595438746547272,0.0018159796758825098,,,,50,50,0,0,0
2014-02-14,1,0.0,0.0,0.0008667758060087058,-0.00112821349262665,,,,50,50,0,0,0
2014-02-18,1,0.0,0.25,-0.00380386824143401,-0.0004683643095370134,,,,50,50,0,0,0
2014-02-19,1,0.0,0.25,0.0007922878992915271,0.0022944535815019,,,,50,50,0,0,0
2014-02-20,1,0.0,0.25,-0.0002166617174681593,0.0012506127012494764,,,,50,50,0,0,0
2014-02-21,1,0.0,0.25,-0.0002066265128395969,0.00034281223345826716,,,,50,50,0,0,0
2014-02-24,1,0.0,0.0,-0.00011035573423369096,-0.00332275314227105,,,,50,50,0,0,0
2014-02-25,1,0.0,0.0,-5.761740521666687e-05,-0.003041658121924111,,,,50,50,0,0,0
2014-02-26,1,0.0,0.0,-0.0006805367263215188,-0.002274776647452122,,,,50,50,0,0,0
2014-02-27,1,0.0,0.0,-0.000581490180692971,-0.0014127979539183542,,,,50,50,0,0,0
2014-02-28,1,0.0,0.25,-2.1512102012282587e-05,0.00037390263673936887,,,,50,50,0,0,0
2014-03-03,1,0.0,0.25,0.0004208289528599225,0.001943940868258374,,,,50,50,0,0,0
2014-03-04,1,0.0,0.0,-0.001157868732915168,-0.0015282658185170783,,,,50,50,0,0,0
2014-03-05,1,0.0,0.25,-0.0023569507408640993,0.00012758070049094538,,,,50,50,0,0,0
2014-03-06,1,0.0,0.25,-0.0012538283531948948,0.0016697413770892463,,,,50,50,0,0,0
2014-03-07,1,0.0,0.25,-0.00018015975015207156,0.0011477502062076502,,,,50,50,0,0,0
2014-03-10,1,0.0,0.25,-0.0024839807742959496,0.0037449663089344854,,,,49,51,0,0,0
2014-03-11,1,0.0,0.0,-0.002486837180166057,-0.005258958453225643,,,,50,50,0,0,0
2014-03-12,1,0.0,0.25,-0.0033781103491670604,0.0017040321039297462,,,,49,51,0,0,0
2014-03-13,2,0.0,0.25,-0.00046106974482888356,0.0026655849481139536,,,,50,50,0,0,0
2014-03-14,2,0.0,0.0,0.0008580153873905504,-0.0004833982258256781,,,,50,50,0,0,0
2014-03-17,1,0.0,0.0,-0.00029757503450823097,-0.00040340867627069495,,,,50,50,0,0,0
2014-03-18,1,0.0,0.0,0.0004237295372633721,-0.0029488888691393167,,,,50,50,0,0,0
2014-03-19,1,0.0,0.0,-0.0003487325271062752,-0.0028221380034915418,,,,50,50,0,0,0
2014-03-20,1,0.0,0.0,0.001296598241633513,-0.001875241452381577,,,,50,50,0,0,0
2014-03-21,1,0.0,0.25,0.0007420101685766826,0.0007609496808998333,,,,50,50,0,0,0
2014-03-24,1,0.0,0.25,0.0004915531777441812,0.0026975550272406597,,,,50,50,0,0,0
2014-03-25,1,0.0,0.25,-0.0017011101764446426,0.0010894997616804302,,,,50,50,0,0,0
2014-03-26,2,0.0,0.0,-0.0018699339619011803,-0.008217685764986878,,,,51,49,0,0,0
2014-03-27,2,0.0,0.0,0.0003943100093271873,-0.005446867640036486,,,,51,49,0,0,0
2014-03-28,2,0.0,0.25,-0.0003592374553080241,0.004117509009529882,,,,49,51,0,0,0
2014-03-31,1,0.0,0.25,-0.0017820849380430063,0.0017938353933997795,,,,50,50,0,0,0
2014-04-01,1,0.0,0.25,-0.002008255488670249,0.0016516206084803745,,,,50,50,0,0,0
2014-04-02,1,0.0,0.0,-0.0013457278868711604,-0.0016423365980871654,,,,50,50,0,0,0
2014-04-03,1,0.0,0.0,0.00031389792074004697,-0.001296708949900933,,,,50,50,0,0,0
2014-04-04,2,0.0,0.25,0.0025306801758572463,0.004569786708905739,,,,50,50,0,0,0
2014-04-07,2,0.0,0.0,-0.0035758155948548294,-0.0035771446740794017,,,,50,50,0,0,0
2014-04-08,2,0.0,0.0,-0.0011094958257610165,-0.0020612983854626783,,,,50,50,0,0,0
2014-04-09,2,0.0,0.25,0.0007843252423682894,0.0021258059649445315,,,,50,50,0,0,0
2014-04-10,2,0.0,0.0,0.00025849716249978896,-0.004143751568564155,,,,51,49,0,0,0
2014-04-11,2,0.0,0.0,-0.0035082207117036316,-0.004969354858842458,,,,50,50,0,0,0
2014-04-14,2,0.0,0.25,-0.004311318872419598,0.0018255108828381557,,,,49,51,0,0,0
2014-04-15,2,0.0,0.0,0.0008190918131051426,0.00015465054494179687,,,,50,50,0,0,0
2014-04-16,2,0.0,0.0,0.0013691867747702962,0.0008458235926752103,,,,50,50,0,0,0
2014-04-17,2,0.0,0.25,-0.000643894417849609,0.006469268772289951,,,,49,51,0,0,0
2014-04-21,2,0.0,0.0,-0.000476079735075381,-0.0036137188923961233,,,,50,50,0,0,0
2014-04-22,2,0.0,0.0,0.0008783265388518443,-0.0018602692527192272,,,,50,50,0,0,0
2014-04-23,2,0.0,0.25,-0.0009822954859434589,0.0011378397958293819,,,,50,50,0,0,0
2014-04-24,2,0.0,0.0,-0.0007494359476112124,-0.012903303693474498,,,,51,49,0,0,0
2014-04-25,2,0.0,0.0,0.00034088003463953376,-0.0036877510492434222,,,,50,50,0,0,0
2014-04-28,2,0.0,0.0,-0.0004129188382919252,-0.004808025208631807,,,,51,49,0,0,0
2014-04-29,2,0.0,0.25,-0.0017393904147395079,-0.0007628986416219429,,,,50,50,0,0,0
2014-04-30,2,0.0,0.0,0.0011926786536423021,0.00016303410894460548,,,,50,50,0,0,0
2014-05-01,2,0.0,0.0,0.00039851931973405917,-0.0037096063229816885,,,,50,50,0,0,0
2014-05-02,2,0.0,0.25,-0.0003065664630731717,0.0009828847251907354,,,,50,50,0,0,0
2014-05-05,2,0.0,0.25,0.001346676739897365,0.0016076115639897424,,,,50,50,0,0,0
2014-05-06,2,0.0,0.25,-0.0011544897758608728,0.0023066719650694876,,,,50,50,0,0,0
2014-05-07,2,0.0,0.0,0.0013045580783056497,-0.00014325364220481475,,,,50,50,0,0,0
2014-05-08,2,0.0,0.25,0.0031091873416902015,0.0038464958140849255,,,,50,50,0,0,0
2014-05-09,1,0.0,0.25,-0.0025604452856034144,0.001280626286221029,,,,50,50,0,0,0
2014-05-12,1,0.0,0.0,0.001360706225086639,-0.002620686526481213,,,,50,50,0,0,0
2014-05-13,1,0.0,0.0,0.0013989603598761966,-0.0035659619985671767,,,,51,49,0,0,0
2014-05-14,1,0.0,0.0,0.0005036760878537885,-0.0007893473378341023,,,,50,50,0,0,0
2014-05-15,1,0.0,0.25,-0.0016144490373855124,0.00037072816667894096,,,,50,50,0,0,0
2014-05-16,1,0.0,0.0,0.000610450444805059,-0.0009214871761412455,,,,50,50,0,0,0
2014-05-19,1,0.0,0.0,0.0002643370200902609,-0.0005808832630776617,,,,50,50,0,0,0
2014-05-20,2,0.0,0.25,0.0020582263479186507,0.0033133853899232095,,,,50,50,0,0,0
2014-05-21,1,0.0,0.25,-0.000776996976781767,0.00030563548607301106,,,,50,50,0,0,0
2014-05-22,1,0.0,0.0,4.145186456587994e-05,-0.0012645479991092,,,,50,50,0,0,0
2014-05-23,1,0.0,0.0,0.0010651217105198335,0.0009310427963975993,,,,50,50,0,0,0
2014-05-27,1,0.0,0.25,2.62779260014895e-05,4.0028896041381864e-05,,,,50,50,0,0,0
2014-05-28,1,0.0,0.0,0.0007505699264277305,0.0007443858135475505,,,,50,50,0,0,0
2014-05-29,1,0.0,0.25,-0.0006410214398568569,-0.0003067291434023371,,,,50,50,0,0,0
2014-05-30,1,0.0,0.0,0.002222522409373869,-0.007053308253645312,,,,51,49,0,0,0
2014-06-02,1,0.0,0.25,-0.0007405942643916768,0.0013615094710229647,,,,50,50,0,0,0
2014-06-03,1,0.0,0.25,0.000266230526074611,0.0018429645824312648,,,,50,50,0,0,0
2014-06-04,1,0.0,0.0,0.0007966835790892363,-0.001787283727279709,,,,50,50,0,0,0
2014-06-05,1,0.0,0.25,-0.0007347690724684802,0.002186399907191992,,,,50,50,0,0,0
2014-06-06,1,0.0,0.0,-5.2342854653431964e-05,-0.0013840376198076907,,,,50,50,0,0,0
2014-06-09,1,0.0,0.0,-0.0023222533977393404,-0.004210801235680606,,,,50,50,0,0,0
2014-06-10,1,0.0,0.25,-0.0012850758558469412,-0.0002248000227594953,,,,50,50,0,0,0
2014-06-11,1,0.0,0.0,-5.412325509446111e-05,-0.0055389240091835,,,,51,49,0,0,0
2014-06-12,1,0.0,0.25,0.00028117944750307,0.0006381451274424577,,,,50,50,0,0,0
2014-06-13,1,0.0,0.0,0.0013889059789844271,-0.000579150798745078,,,,50,50,0,0,0
2014-06-16,1,0.0,0.0,0.0008529563002732041,-0.0008079909280573764,,,,50,50,0,0,0
2014-06-17,1,0.0,0.25,-0.0009274339564197017,0.00013643553534275558,,,,50,50,0,0,0
2014-06-18,1,0.0,0.25,-0.0005988013379272095,-0.0003976730136830304,,,,50,50,0,0,0
2014-06-19,1,0.0,0.25,0.00010244688455693654,0.00384714722829019,,,,50,50,0,0,0
2014-06-20,1,0.0,0.25,-0.0014450057296526225,0.0024940674438008736,,,,50,50,0,0,0
2014-06-23,1,0.0,0.25,-0.0018447200890998516,-0.0009249125681520573,,,,50,50,0,0,0
2014-06-24,1,0.0,0.25,-0.0049028706531198726,-0.002493964668348487,,,,50,50,0,0,0
2014-06-25,1,0.0,0.25,-0.003116818810266618,0.002775248797677408,,,,49,51,0,0,0
2014-06-26,1,0.0,0.0,-0.0017014099818235201,-0.004735311128249926,,,,50,50,0,0,0
2014-06-27,1,0.0,0.0,0.00022730357015905041,-0.0010935480929342356,,,,50,50,0,0,0
2014-06-30,1,0.0,0.0,-0.00018920647397956122,-0.00038992949411779596,,,,50,50,0,0,0
2014-07-01,1,0.0,0.25,-0.0006459028320967089,-0.0005556813323535532,,,,50,50,0,0,0
2014-07-02,1,0.0,0.0,-0.0008041681880488253,-0.0076869197291542166,,,,51,49,0,0,0
2014-07-03,1,0.0,0.25,0.00017669601640547952,0.002797408874177812,,,,50,50,0,0,0
2014-07-07,1,0.0,0.25,-0.00039898782682640217,0.0010796706490619602,,,,50,50,0,0,0
2014-07-08,1,0.0,0.0,0.0009434558592773604,-0.0008057285859068679,,,,50,50,0,0,0
2014-07-09,1,0.0,0.0,0.0009158284137469633,-0.001287276234082383,,,,50,50,0,0,0
2014-07-10,1,0.0,0.0,-0.0007994268642384777,-0.0023428191885922034,,,,50,50,0,0,0
2014-07-11,1,0.0,0.25,-0.00045391209890509055,-0.00017902319899248755,,,,50,50,0,0,0
2014-07-14,1,0.0,0.25,-0.0001507508987120227,0.001189470153443141,,,,50,50,0,0,0
2014-07-15,1,0.0,0.25,0.0016196550052116376,0.0016407497782195742,,,,50,50,0,0,0
2014-07-16,1,0.0,0.25,-0.0009061103679987374,-0.0004465103516213643,,,,50,50,0,0,0
2014-07-17,2,0.0,0.25,0.0024111961833699776,0.0026761645503982994,,,,50,50,0,0,0
2014-07-18,1,0.0,0.0,-0.0015113036290309034,-0.002664950152164044,,,,50,50,0,0,0
2014-07-21,1,0.0,0.0,0.0009290227567651032,-0.0007510347191494758,,,,50,50,0,0,0
2014-07-22,1,0.0,0.0,-0.002810197122901047,-0.00304283829205599,,,,50,50,0,0,0
2014-07-23,1,0.0,0.0,0.0006718992936660549,-0.0003348351406597865,,,,50,50,0,0,0
2014-07-24,1,0.0,0.25,-0.0009519211781242654,0.0004841836923887459,,,,50,50,0,0,0
2014-07-25,1,0.0,0.25,-0.0024613245863516846,-0.001120303553646365,,,,50,50,0,0,0
2014-07-28,1,0.0,0.25,0.0012408871330433736,0.0014436211826367432,,,,50,50,0,0,0
2014-07-29,1,0.0,0.0,-0.0012500222114530364,-0.0038199456436183938,,,,50,50,0,0,0
