regime,mcts_avg_position,regime_rule_position,next_5d_return,next_20d_return
0.0,0.7643198090692124,1.0,0.004370369564987578,0.014661695342843614
1.0,0.29904955872369315,0.0,0.0010072164314451064,0.004115870134933585
2.0,0.3042110358180058,0.0,0.003668272992457871,0.013833005321387693
3.0,0.7713903743315508,1.0,0.004396223523595389,0.022932512453171353
