Date,Buy & Hold,MA200 Trend,Vol Target,Regime Rule,Regime Rule SPY/Cash,Market Attractor MCTS,Market Attractor MCTS MultiAsset
2010-01-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-01-05,1.002447369707195,1.0,1.0,1.0025735266998976,1.0,1.0,1.0
2010-01-06,1.0031529782497333,1.0,1.0,1.0041341753110438,1.0,1.0,1.0
2010-01-07,1.0073874391017104,1.0,1.0,1.0018718392900519,1.0,1.0,1.0
2010-01-08,1.0107401591410967,1.0,1.0,1.0041335523371562,1.0,1.0,1.0
2010-01-11,1.0121514661813675,1.0,1.0,1.0080505416035652,1.0,1.0,1.0
2010-01-12,1.0027121078434378,1.0,1.0,1.006137390348995,1.0,1.0,1.0
2010-01-13,1.0111812994129743,1.0,1.0,1.0050697569316822,1.0,1.0,1.0
2010-01-14,1.0139158473584897,1.0,1.0,1.014313826450068,1.0,1.0,1.0
2010-01-15,1.0025357956629972,1.0,1.0,1.0121553322753292,1.0,1.0,1.0
2010-01-19,1.0150631359040705,1.0,1.0,1.0137231730324563,1.0,1.0,1.0
2010-01-20,1.004740957291221,1.0,1.0,1.007131197771435,1.0,1.0,1.0
2010-01-21,0.9854208304779016,1.0,1.0,1.0021797034593989,1.0,1.0,1.0
2010-01-22,0.9634542218540928,1.0,1.0,1.0003765047086743,1.0,1.0,1.0
2010-01-25,0.9683944711589965,1.0,1.0,0.9995399870109192,1.0,1.0,1.0
2010-01-26,0.9643363224874598,1.0,1.0,1.0000755512782356,1.0,1.0,1.0
2010-01-27,0.9689237675210943,1.0,1.0,0.9950143011432039,1.0,1.0,1.0
2010-01-28,0.957807824275486,1.0,1.0,0.9945089146354675,1.0,1.0,1.0
2010-01-29,0.9473978493931926,1.0,1.0,0.9964277048902959,1.0,1.0,1.0
2010-02-01,0.9621307110832658,1.0,1.0,1.0031432548370176,1.0,1.0,1.0
2010-02-02,0.973776040646166,1.0,1.0,1.0081842542006985,1.0,1.0,1.0
2010-02-03,0.9689237675210943,1.0,0.9969154562590711,1.0003524280227682,1.0,1.0,1.0
2010-02-04,0.9390168139138765,1.0,0.9785836215913691,0.9883448797226111,1.0,1.0,1.0
2010-02-05,0.9409576871818275,1.0,0.9795937259771726,0.9908895528027669,1.0,1.0,1.0
2010-02-08,0.9341649006095812,1.0,0.9759844397738402,0.9885067425277297,1.0,1.0,1.0
2010-02-09,0.9458979364867312,1.0,0.9822774061477592,0.9900780025140974,1.0,1.0,1.0
2010-02-10,0.9440453992193887,1.0,0.9813241392714624,0.9839922598980159,1.0,1.0,1.0
2010-02-11,0.9539261676947782,1.0,0.9864227945413686,0.9907301913534499,1.0,1.0,1.0
2010-02-12,0.953131863330855,1.0,0.9860175044582192,0.9923549574913934,1.0,1.0,1.0
2010-02-16,0.9681296430675592,1.0,0.9936917042432964,1.0052496056819362,1.0,1.0,1.0
2010-02-17,0.9727175378771642,1.0,0.995929038871242,0.9978237485282047,1.0,1.0,1.0
2010-02-18,0.9784514618596325,1.0,0.9987913418776699,0.99914636709208,1.0,1.0,1.0
2010-02-19,0.9804806711281919,1.0,0.9998043819162601,0.9995254440016912,1.0,1.0,1.0
2010-02-22,0.9806568033982441,1.0,0.9998916644640924,0.9956317796894053,1.0,1.0,1.0
2010-02-23,0.9687470955198774,1.0,0.9929305634601857,0.9980143338473402,1.0,1.0,1.0
2010-02-24,0.9776574273612915,1.0,0.998003462936927,0.9967761125789278,1.0,1.0,1.0
2010-02-25,0.9763339165904645,1.0,0.9972597306475309,1.0039890157176783,1.0,1.0,1.0
2010-02-26,0.9769519987291414,1.0,0.9976073274086241,1.0117675367783454,1.0,1.0,1.0
2010-03-01,0.9870970555648036,1.0,1.0034922571891107,1.011545853086332,1.0,1.0,1.0
2010-03-02,0.9898316934655133,1.0,1.0050974010479299,1.018229774102683,1.0,1.0,1.0
2010-03-03,0.9907140639644625,1.0,1.0056332424721925,1.019743251208572,1.0,1.0,1.0
2010-03-04,0.9937134400014153,1.0,1.007523257329901,1.0187793060700505,1.0,1.0,1.0
2010-03-05,1.0079168254190023,1.0,1.0165572023294007,1.0120047327918025,1.0,1.0,1.0
2010-03-08,1.0080931375994426,1.0,1.0166620116073681,1.0051236106219494,1.0,1.0,1.0
2010-03-09,1.009769632551927,1.0,1.0181629636126566,1.0045038658665733,1.0,1.0,1.0
2010-03-10,1.0142687415849532,1.0,1.0224474633449003,0.9974952244636248,1.0,1.0,1.0
2010-03-11,1.0185032923921244,1.0,1.0266814423470136,0.9999304402064803,1.0,1.0,1.0
2010-03-12,1.0185918982583153,1.0,1.026769552266309,1.0000517580524826,1.0,1.0,1.0
2010-03-15,1.0188562765737819,1.0,1.0270360531142586,1.0012877850466724,1.0,1.0,1.0
2010-03-16,1.026972663872049,1.0,1.0352176019430992,1.0147019812117097,1.0,1.0,1.0
2010-03-17,1.033059841901757,1.0,1.0413536502179928,1.0131518719204888,1.0,1.0,1.0
2010-03-18,1.0325303656292708,1.0,1.0408199231029767,1.0149577630216122,1.0,1.0,1.0
2010-03-19,1.0273039688519277,1.0,1.03555156676889,1.005983919837448,1.0,1.0,1.0
2010-03-22,1.0327962731830371,1.0,1.0410879654665492,1.004072933616801,1.0,1.0,1.0
2010-03-23,1.0400599751964088,1.0,1.0484099833196445,1.0043658200732752,1.0,1.0,1.0
2010-03-24,1.0350109700618355,1.0,1.0433204427977922,0.9858334266461162,1.0,1.0,1.0
2010-03-25,1.0333279083801816,1.0,1.041623868838915,0.9849117099694162,1.0,1.0,1.0
2010-03-26,1.0327077572720404,1.0,1.040998738915211,0.9946470588377648,1.0,1.0,1.0
2010-03-29,1.0392627922662745,1.0,1.0476064002932646,0.9934789741911672,1.0,1.0,1.0
2010-03-30,1.0399718191061889,1.0,1.0483211194778648,0.9914858915804919,1.0,1.0,1.0
2010-03-31,1.0364281241897233,1.0,1.0447489743930969,0.9993874331221435,1.0,1.0,1.0
2010-04-01,1.0435147943811018,1.0,1.051892539143516,1.004173862747931,1.0,1.0,1.0
2010-04-05,1.0520187986107559,1.0,1.060464816844019,0.9986889828662419,1.0,1.0,1.0
2010-04-06,1.0544994929985148,1.0,1.0629654272162241,1.0001188063281772,1.0,1.0,1.0
2010-04-07,1.0484753735598726,1.0,1.05689294379142,1.0130866149860613,1.0,1.0,1.0
2010-04-08,1.0521078542529172,1.0,1.0605545874596947,1.0140357322828886,1.0,1.0,1.0
2010-04-09,1.0590170428463317,1.0,1.0675192457204898,1.0196910410883975,1.0,1.0,1.0
2010-04-12,1.0607001045279854,1.0,1.0692158196793669,1.0195572634194494,1.0,1.0,1.0
2010-04-13,1.0614971975029257,1.0,1.0700193120283572,1.0197667134631012,1.0,1.0,1.0
2010-04-14,1.0735448066938513,1.0,1.0821636441362383,1.0177251784612784,1.0,1.0,1.0
2010-04-15,1.0744305055349825,1.0,1.0830564537139564,1.0210882261193261,1.0,1.0,1.0
2010-04-16,1.0573337112990953,1.0,1.0658223997294436,1.0139815870615043,1.0,1.0,1.0
2010-04-19,1.06131989581535,1.0,1.0698405868935121,1.0123298197828403,1.0,1.0,1.0
2010-04-20,1.0707985645731022,1.0,1.0793953541100187,1.015548600847891,1.0,1.0,1.0
2010-04-21,1.0688495953376824,1.0,1.0774307377875694,1.0235978201419602,1.0,1.0,1.0
2010-04-22,1.072038866789385,1.0,1.0806456139574265,1.0199325863493307,1.0,1.0,1.0
2010-04-23,1.0790367512041845,1.0,1.0876996801243388,1.0242836746371704,1.0,1.0,1.0
2010-04-26,1.074961780911351,1.0,1.0835919943767636,1.0228615362926494,1.0,1.0,1.0
2010-04-27,1.0495387339093556,1.0,1.0579648412135405,1.0385888331396556,1.0,1.0,1.0
2010-04-28,1.0575113728074474,1.0,1.0639841109465464,1.0327113909736052,1.0,1.0,1.0
2010-04-29,1.0706214427959153,1.0,1.0737707601331337,1.0347391295535986,1.0,1.0,1.0
2010-04-30,1.0524617379865155,1.0,1.0607252456176792,1.0455930657299168,1.0,1.0,1.0
2010-05-03,1.0661038929480984,1.0,1.06970464329548,1.0465866488836157,1.0,1.0,1.0
2010-05-04,1.041034279903731,1.0,1.0536792757535611,1.0521147799503738,1.0,1.0,1.0
2010-05-05,1.034833398508678,1.0,1.0501519330499696,1.0562220978750267,1.0,1.0,1.0
2010-05-06,1.0004630480804926,1.0,1.0306502792458387,1.0881354068107765,1.0,1.0,1.0
2010-05-07,0.9855809507234038,1.0,1.023404251687458,1.0803232404961831,1.0,1.0,1.0
2010-05-10,1.028987120488776,1.0,1.044494879872627,1.0659371653475604,1.0,1.0,1.0
2010-05-11,1.0260638465460339,1.0,1.043383827414896,1.0785778738247047,1.0,1.0,1.0
2010-05-12,1.0404143986611722,1.0,1.0487458649285561,1.077783797753467,1.0,1.0,1.0
2010-05-13,1.0274811805843096,1.0,1.0439867471209248,1.0776038111046449,1.0,1.0,1.0
2010-05-14,1.008878446443956,1.0,1.0371511796339608,1.0861132924083832,1.0,1.0,1.0
2010-05-17,1.0094102615514886,1.0,1.0373473457684694,1.0795537289219481,1.0,1.0,1.0
2010-05-18,0.9956797705892974,1.0,1.0322608322954354,1.0884212128233495,1.0,1.0,1.0
2010-05-19,0.9900104344361946,1.0,1.0301371409103262,1.0772098321351908,1.0,1.0,1.0
2010-05-20,0.9526282041990763,1.0,1.0160855748356745,1.08491565260083,1.0,1.0,1.0
2010-05-21,0.9665355470728727,1.0,1.021014965855234,1.0825635237547488,1.0,1.0,1.0
2010-05-24,0.9541340541483486,1.0,1.0167359044829083,1.088304206088176,1.0,1.0,1.0
2010-05-25,0.9551086287212529,1.0,1.0170735915079077,1.0933893702227795,1.0,1.0,1.0
2010-05-26,0.9493505067915712,1.0,1.0150329242012623,1.097006901976221,1.0,1.0,1.0
2010-05-27,0.9811520067417774,1.0,1.0264701155570233,1.085581020329779,1.0,1.0,1.0
2010-05-28,0.9688386699074736,1.0,1.0224670824935789,1.088935857100739,1.0,1.0,1.0
2010-06-01,0.9525395083776914,1.0,1.0170961053697922,1.0974803913764022,1.0,1.0,1.0
2010-06-02,0.9773431239130982,1.0,1.025453484283464,1.0916725682223323,1.0,1.0,1.0
2010-06-03,0.980709247276406,1.0,1.0265281109961824,1.0793962032858837,1.0,1.0,1.0
2010-06-04,0.9462502010268357,1.0,1.0155494622457433,1.0995323219662718,1.0,1.0,1.0
2010-06-07,0.934468229524094,1.0,1.0117286860784531,1.1143575573877371,1.0,1.0,1.0
2010-06-08,0.9444781736582145,1.0,1.0150135439964754,1.1093396879841424,1.0,1.0,1.0
2010-06-09,0.939428988613253,1.0,1.0131059605336643,1.106700365492516,1.0,1.0,1.0
2010-06-10,0.9668903303584119,1.0,1.0234656806371685,1.0895151519281154,1.0,1.0,1.0
2010-06-11,0.9715850919386104,1.0,1.0250997375600481,1.1011864182873974,1.0,1.0,1.0
2010-06-14,0.9700793319445321,1.0,1.0245749370639876,1.096479290894073,1.0,1.0,1.0
2010-06-15,0.9921363455384138,1.0,1.032411732030042,1.1005884395967311,1.0,1.0,1.0
2010-06-16,0.9917819220736508,1.0,1.0322898470257402,1.1007223497525358,1.0,1.0,1.0
2010-06-17,0.9933765577995022,1.0,1.0328315604122127,1.1123827214752529,1.0,1.0,1.0
2010-06-18,0.9944535013832949,1.0,1.0331982530063946,1.1157166952739106,1.0,1.0,1.0
2010-06-21,0.9916053400276281,1.0,1.0320935449568498,1.1030357006953693,1.0,1.0,1.0
2010-06-22,0.9752281873445593,1.0,1.025697691117057,1.1144592503714013,1.0,1.0,1.0
2010-06-23,0.9722022745253465,1.0,1.0245158435190476,1.115953105666109,1.0,1.0,1.0
2010-06-24,0.9560921988135673,1.0,1.0182259139944578,1.1142504445774377,1.0,1.0,1.0
2010-06-25,0.9600975437861659,1.0,1.0197692500441735,1.1232151380685442,1.0,1.0,1.0
2010-06-28,0.9570711811909824,1.0,1.018463472229836,1.1208484507807965,1.0,1.0,1.0
2010-06-29,0.927521709525127,1.0,1.005583788333881,1.1277909691529715,1.0,1.0,1.0
2010-06-30,0.9187102384420314,1.0,1.0019201156039126,1.1334917019974162,1.0,1.0,1.0
2010-07-01,0.9146160177376598,1.0,1.0000666836877143,1.1127740102511436,1.0,1.0,1.0
2010-07-02,0.9096316004324518,1.0,0.9978006103652187,1.1152310337806608,1.0,1.0,1.0
2010-07-06,0.915595000115075,1.0,1.0009084558223076,1.110504988864532,1.0,1.0,1.0
2010-07-07,0.9444328362403872,1.0,1.016078151696424,1.1098171850660423,1.0,1.0,1.0
2010-07-08,0.9537782813556742,1.0,1.0203522965572598,1.103829775159343,1.0,1.0,1.0
2010-07-09,0.9608988646552291,1.0,1.0235772929202651,1.1060922157876796,1.0,1.0,1.0
2010-07-12,0.9615212646432227,1.0,1.023879147185321,1.1011036132972294,1.0,1.0,1.0
2010-07-13,0.9760296881240106,1.0,1.031160131724696,1.1011709543320143,1.0,1.0,1.0
2010-07-14,0.9759408123922375,1.0,1.0311141994456123,1.106434962939056,1.0,1.0,1.0
2010-07-15,0.9762075295427509,1.0,1.031245610087505,1.111621972843273,1.0,1.0,1.0
2010-07-16,0.9493279280378515,1.0,1.0172333280173151,1.1070035762161483,1.0,1.0,1.0
2010-07-19,0.9549355549278001,1.0,1.0199119092678666,1.099139563048393,1.0,1.0,1.0
2010-07-20,0.9655267895262097,1.0,1.0249360168552255,1.1043312488969976,1.0,1.0,1.0
2010-07-21,0.9529771403969993,1.0,1.0191359641279547,1.1099002384061436,1.0,1.0,1.0
2010-07-22,0.9742492949223384,1.0,1.0291574940198227,1.108320439281836,1.0,1.0,1.0
2010-07-23,0.9827047233471772,1.0,1.0328518703844247,1.0987893092181429,1.0,1.0,1.0
