regime,mcts_avg_position,regime_rule_position,next_5d_return,next_20d_return
0.0,0.7708830548926014,1.0,0.004370369335576668,0.014661691739093931
1.0,0.2983706720977597,0.0,0.0010072152780341084,0.004115863994078326
2.0,0.2904162633107454,0.0,0.003668272558241142,0.01383301530601576
3.0,0.7571301247771836,1.0,0.00439622905651539,0.022932519239882775
