date,regime,previous_template,chosen_template,value_template_0,value_template_1,value_template_2,value_template_3,value_template_4,visits_template_0,visits_template_1,visits_template_2,visits_template_3,visits_template_4
2011-06-08,2,0,0,0.020144692585460925,-0.006085452491763549,0.004728713993435549,0.005056651186178282,0.0040641702264675676,21,19,20,20,20
2011-06-09,2,0,0,0.019732682722503992,-0.009037464761854512,-0.0038152583919919916,-0.0026687289396454626,-0.0026899362314562036,21,19,20,20,20
2011-06-10,2,0,1,0.001770633646872926,0.015139560901706709,-0.006978662196893265,0.004699404615033734,0.001975004483751675,20,21,19,20,20
2011-06-13,2,1,0,0.013454209108073167,0.006882115480708083,0.00011660511346566498,-0.022548730070619843,0.0022725179282317228,21,20,20,19,20
2011-06-14,2,0,3,-0.017855946809156968,-0.005399974552260737,-0.004250703974080556,0.007178583266342407,0.005130053864711468,19,20,20,21,20
2011-06-15,2,3,2,0.0005540471379346334,-0.0016972453613086844,0.0038549023185110477,-0.02372562430030284,0.0024310292045676995,20,20,21,19,20
2011-06-16,2,2,3,0.009183990843736315,-0.005814550400051317,0.0007690020854994147,0.025873060456622975,0.0009056080040742195,20,19,20,21,20
2011-06-17,2,3,1,0.00411837020227612,0.013891761023881682,0.0021922473172707804,0.00736290797003134,-0.0011304069404328486,20,20,20,20,20
2011-06-20,2,1,4,-0.007986685772212726,-0.002790101647358177,0.0008357988044681422,-0.020527102987395084,0.003101615318292228,20,20,20,19,21
2011-06-21,2,4,3,-0.007643536836175757,-0.0012589304231287748,-0.002383788531524573,0.007241069869242317,-0.0022774786991079797,20,20,20,20,20
2011-06-22,2,3,0,0.006164818965527422,-0.007177714246361763,0.00014813150736935472,-0.03887705122549107,0.005689500275767463,21,20,20,18,21
2011-06-23,2,0,0,0.026631136403544572,0.005432967320363584,0.004567087462023186,0.00487587716675432,0.0006127056216065067,21,20,20,20,19
2011-06-24,2,0,4,-0.0424537394129372,-0.02335655653808721,-0.005781575114321126,-0.0029663462759541774,0.008433104698025183,18,20,20,21,21
2011-06-27,2,4,0,0.00953622409845482,0.00011304387904201192,0.0010208806988308908,0.0049806950108253634,-0.0025164683645179263,20,20,20,20,20
2011-06-28,2,0,1,-0.007723781675669034,0.008441163706029174,-0.003944741983440988,-0.0006073342810489155,-8.952247190342237e-05,20,20,20,20,20
2011-06-29,2,1,3,-0.0046955746085775,0.0004610757685646036,-0.00222839870495086,0.012099824658186684,0.0003266901426432793,20,20,20,20,20
2011-06-30,2,3,3,0.0032601084554177845,-0.0007744662084076183,-0.011715750290497885,0.013983972845711354,0.007131312145093517,20,20,19,21,20
2011-07-01,0,3,1,-0.010166544299215976,0.008967363043656265,0.006701922996976572,-0.0014799857102554327,0.005057520365637928,19,21,20,20,20
2011-07-05,0,1,2,-0.003384160524912613,-0.02520917255700414,-0.0019666046265804865,-0.017512714974499737,-0.008591110988157943,20,19,21,20,20
2011-07-06,0,2,4,-0.02581358550077229,-0.011553384718064792,0.000831791052857873,-0.0045116712831887165,0.0031870123733622408,19,20,20,20,21
2011-07-07,0,4,3,-0.0068744722005614125,-0.0062909823600035214,0.0142686233614807,0.014771348585313556,-0.003909798600943137,19,19,21,21,20
2011-07-08,0,3,0,0.002940773478747945,0.0019132846759492336,-0.00731578941911981,-0.023642816223563876,-0.005076432454521797,21,20,20,19,20
2011-07-11,2,0,4,-0.004862579877869297,-0.0016653630989538477,-0.00045613161887033055,0.003906288128188318,0.009338848882809706,20,20,20,20,20
2011-07-12,2,4,1,0.011549884456411872,0.012376966202020487,-0.01488908621701799,-0.01858507134494437,-0.004308723510467819,21,21,19,19,20
2011-07-13,2,1,3,-0.0018280853632014218,-0.003715767851706967,-0.007284322396670849,0.009111201299578327,-0.0012738844624255886,20,20,20,20,20
2011-07-14,2,3,3,-0.0145992541944749,-0.01185573632727378,-0.011231899541424098,0.005975962507279142,0.0030903326424442552,19,20,20,21,20
2011-07-15,2,3,3,-0.0030038027930932173,0.002704586765521966,-0.009610865562396103,0.005202165110146993,-0.004682256781662659,20,20,20,20,20
