date,regime,previous_action,chosen_action,best_action,chosen_value,previous_value,best_value,chosen_minus_previous,best_minus_previous,switched,chose_best
2010-10-18,0,0.0,0.0,1.0,0.0042268001914573,0.0042268001914573,0.0049044045186191,0.0,0.0006776043271618003,False,False
2010-10-19,0,0.0,1.0,1.0,0.0065247631549721,-0.0008998169300961,0.0065247631549721,0.0074245800850682,0.0074245800850682,True,True
2010-10-20,0,1.0,0.75,0.75,0.0137418959631243,0.0062483320904754,0.0137418959631243,0.007493563872648899,0.007493563872648899,True,True
2010-10-21,0,0.75,1.0,1.0,0.0084459520441502,0.002710838995117,0.0084459520441502,0.005735113049033201,0.005735113049033201,True,True
2010-10-22,0,1.0,0.5,0.5,0.0015450501983803,-0.001298278233089,0.0015450501983803,0.0028433284314693004,0.0028433284314693004,True,True
2010-10-25,0,0.5,0.5,0.5,0.0011002306234978,0.0011002306234978,0.0011002306234978,0.0,0.0,False,True
2010-10-26,0,0.5,1.0,1.0,0.009922364081594,0.0002422539769834,0.009922364081594,0.0096801101046106,0.0096801101046106,True,True
2010-10-27,0,1.0,0.75,0.75,0.0135038207290608,-0.0027985551179558,0.0135038207290608,0.0163023758470166,0.0163023758470166,True,True
2010-10-28,0,0.75,0.5,0.5,0.0043495862323279,-0.0009106125449808,0.0043495862323279,0.0052601987773087,0.0052601987773087,True,True
2010-10-29,0,0.5,0.5,0.5,0.0115420958281385,0.0115420958281385,0.0115420958281385,0.0,0.0,False,True
2010-11-01,0,0.5,1.0,1.0,0.015152692152042,0.0057903851125382,0.015152692152042,0.0093623070395038,0.0093623070395038,True,True
2010-11-02,0,1.0,1.0,1.0,0.0085145542228921,0.0085145542228921,0.0085145542228921,0.0,0.0,False,True
2010-11-03,0,1.0,1.0,1.0,0.0167498736804507,0.0167498736804507,0.0167498736804507,0.0,0.0,False,True
2010-11-04,0,1.0,0.75,0.75,0.0058924527386794,-0.0090110971937883,0.0058924527386794,0.0149035499324677,0.0149035499324677,True,True
2010-11-05,0,0.75,1.0,1.0,0.008278996740409,0.0030458115650145,0.008278996740409,0.005233185175394501,0.005233185175394501,True,True
2010-11-08,0,1.0,0.5,0.5,0.0069676241335148,-0.0022406054715139,0.0069676241335148,0.0092082296050287,0.0092082296050287,True,True
2010-11-09,0,0.5,0.5,0.5,0.0093268192555829,0.0093268192555829,0.0093268192555829,0.0,0.0,False,True
2010-11-10,0,0.5,0.5,1.0,0.0005175063003784,0.0005175063003784,0.0010620329130008,0.0,0.0005445266126224,False,False
2010-11-11,0,0.5,1.0,1.0,0.0043107514103707,-0.0048094051397086,0.0043107514103707,0.009120156550079299,0.009120156550079299,True,True
2010-11-12,0,1.0,1.0,1.0,0.0187004066861362,0.0187004066861362,0.0187004066861362,0.0,0.0,False,True
2010-11-15,0,1.0,1.0,1.0,0.0125867096887916,0.0125867096887916,0.0125867096887916,0.0,0.0,False,True
2010-11-16,2,1.0,1.0,1.0,0.0093766771190783,0.0093766771190783,0.0093766771190783,0.0,0.0,False,True
2010-11-17,2,1.0,0.0,0.0,0.0022627964214955,-0.0020465702630566,0.0022627964214955,0.0043093666845521,0.0043093666845521,True,True
2010-11-18,0,0.0,0.0,0.0,0.0040886997412139,0.0040886997412139,0.0040886997412139,0.0,0.0,False,True
