date,regime,prior_position,previous_position,chosen_position,value_0,value_25,value_50,value_75,value_100,visits_0,visits_25,visits_50,visits_75,visits_100
2010-11-08,0,1.0,1.0,0.5,,,0.006967624133514845,-0.004067673815061737,-0.0022406054715139196,0,0,34,33,33
2010-11-09,0,1.0,0.5,0.5,,,0.00932681925558296,-0.01409758791101113,-0.006351098617287868,0,0,35,32,33
2010-11-10,0,1.0,0.5,0.5,,,0.0005175063003784539,0.0009125233169334841,0.001062032913000827,0,0,33,33,34
2010-11-11,0,1.0,0.5,1.0,,,-0.004809405139708676,-0.0004985326549368391,0.004310751410370765,0,0,33,33,34
2010-11-12,0,1.0,1.0,1.0,,,0.0037357834004991233,-0.0058662050488661535,0.018700406686136244,0,0,33,32,35
2010-11-15,0,1.0,1.0,1.0,,,-0.0018838670803308262,-0.0056459075395598225,0.01258670968879161,0,0,33,32,35
2010-11-16,2,0.0,1.0,1.0,0.0003117318631624412,-0.0003710819331010912,0.00553211966347142,,0.009376677119078393,25,25,25,0,25
2010-11-17,2,0.0,1.0,0.0,0.002262796421495588,-0.0143002825540521,-0.002519491094013589,,-0.0020465702630566413,26,24,25,0,25
2010-11-18,0,1.0,0.0,0.0,0.0040886997412139196,,-0.00332633479934224,-0.008478641208292994,-0.00032269631877486103,25,0,25,25,25
2010-11-19,0,1.0,0.0,0.5,0.002741963938590139,,0.005640052768682857,-0.0009995103688928229,0.0012665907729157758,25,0,25,25,25
2010-11-22,0,1.0,0.5,1.0,,,-0.007591126689417289,0.004760803118770349,0.008418397855815354,0,0,32,34,34
2010-11-23,0,1.0,1.0,0.75,,,-0.008673552946035399,-0.004844261520099802,-0.018470812268589917,0,0,34,34,32
2010-11-24,0,1.0,0.75,0.75,,,-0.007665225856669672,0.013241837609335137,2.998905128186979e-05,0,0,32,35,33
2010-11-26,0,1.0,0.75,1.0,,,-0.002527359808738173,-0.004265898653351967,0.001615394885826817,0,0,33,33,34
2010-11-29,0,1.0,1.0,0.75,,,0.00018966583470447537,0.0052832225482795,-0.001688321956441094,0,0,33,34,33
2010-11-30,2,0.0,0.75,0.0,0.005901513658506779,-0.0019367222191840818,-0.002434200273285882,-0.005103121706159924,,25,25,25,25,0
2010-12-01,0,1.0,0.0,0.0,0.005341804751400652,,0.002022168775733663,-0.010848235961270991,-0.0018939838470442667,26,0,25,24,25
2010-12-02,0,1.0,0.0,1.0,0.0021971317887383296,,-0.000498663402342494,0.0005533128228187876,0.009754801381656018,25,0,25,25,25
2010-12-03,0,1.0,1.0,1.0,,,-0.008395740640960228,0.003344897864679431,0.010647283022192908,0,0,32,34,34
2010-12-06,0,1.0,1.0,0.75,,,-0.0013711770957527498,-0.0010773287875065003,-0.008223170411318056,0,0,33,34,33
2010-12-07,0,1.0,0.75,0.75,,,0.003031770538505544,0.011476125061886304,-0.003022607615021919,0,0,33,34,33
2010-12-08,0,1.0,0.75,0.75,,,0.0029578578514944933,0.0038136105935543028,-0.017108349606332455,0,0,34,34,32
2010-12-09,0,1.0,0.75,0.75,,,0.001240182634905218,0.010942852343582514,0.0032324499193603323,0,0,33,34,33
2010-12-10,0,1.0,0.75,0.75,,,-0.012106706766749473,0.01569693063701664,0.0007676944413931024,0,0,32,35,33
2010-12-13,0,1.0,0.75,0.75,,,-0.004455851798322832,-0.003490094708332835,-0.009951224909828771,0,0,33,34,33
2010-12-14,0,1.0,0.75,0.75,,,0.0023688405796036885,0.0029406816722084934,0.004422853014143379,0,0,33,33,34
2010-12-15,0,1.0,0.75,0.75,,,-0.003635044305577314,0.000637398967349479,-0.017566633501429486,0,0,34,34,32
2010-12-16,0,1.0,0.75,0.5,,,0.006088809006989269,-0.0034671657164655903,-2.9202425037603643e-05,0,0,34,33,33
2010-12-17,0,1.0,0.5,1.0,,,0.0028668723966708983,-0.025241335521062395,0.007053540514027119,0,0,34,31,35
2010-12-20,0,1.0,1.0,1.0,,,0.0015749281396742463,0.005070122798578532,0.003970988487295635,0,0,33,34,33
2010-12-21,0,1.0,1.0,1.0,,,0.002494158239847474,0.00950922706444622,0.014048294612420725,0,0,33,33,34
2010-12-22,0,1.0,1.0,1.0,,,0.0026568768486636266,0.0028255865787119513,0.005736685285204265,0,0,33,33,34
2010-12-23,0,1.0,1.0,0.5,,,0.003444990262708164,-0.009599135517757623,-0.008620207277737359,0,0,34,33,33
2010-12-27,0,1.0,0.5,0.5,,,0.0009297269894483232,-0.0052221094653112045,-0.00418853888265172,0,0,34,33,33
2010-12-28,0,1.0,0.5,0.75,,,-0.002884568658082752,0.00550371499711782,-0.00023817237334472822,0,0,33,34,33
2010-12-29,0,1.0,0.75,0.5,,,0.005283975924922926,-0.01720252125582019,0.004230438584055235,0,0,34,32,34
2010-12-30,1,0.0,0.5,0.0,-0.0005037506785302352,-0.002586823862035724,-0.014211567004248426,,,34,34,32,0,0
2010-12-31,1,0.0,0.0,0.0,0.0020601610941643903,0.0019484256974671012,-0.0036966649793737177,,,34,33,33,0,0
2011-01-03,1,0.0,0.0,0.0,0.00017363910465373187,-0.003327660644395177,-0.0007521322417286475,,,34,33,33,0,0
2011-01-04,1,0.0,0.0,0.25,-0.007337905898624343,-0.0027734082089085647,-0.005071563971245444,,,33,34,33,0,0
2011-01-05,1,0.0,0.25,0.25,0.0013184535713032966,0.0001937499792062864,0.0009980312417485436,,,34,33,33,0,0
2011-01-06,1,0.0,0.25,0.25,-0.00034515913282994035,0.0019415662732722818,0.002935318746332502,,,33,33,34,0,0
2011-01-07,1,0.0,0.25,0.25,-0.00053159415739577,0.002175305492921561,0.0019497212780037318,,,33,34,33,0,0
2011-01-10,1,0.0,0.25,0.25,0.00013925978606769707,0.0010838761810950822,-0.0008632291005480543,,,33,34,33,0,0
2011-01-11,1,0.0,0.25,0.25,-0.003163889788213654,0.00034543119879047783,-0.00421744842220119,,,33,34,33,0,0
2011-01-12,1,0.0,0.25,0.5,-0.00040895995538636597,-0.002014338122584136,0.004094435076963282,,,33,33,34,0,0
2011-01-13,1,0.0,0.5,0.25,-0.00233601143482591,0.0006191752595960578,-0.004030325495537586,,,33,34,33,0,0
2011-01-14,1,0.0,0.25,0.25,0.0004525014718991427,0.00046815475784821537,-0.0007579703214766363,,,34,33,33,0,0
2011-01-18,1,0.0,0.25,0.0,6.736365050998346e-05,-0.00449581362202225,-0.0001828664082363916,,,34,33,33,0,0
2011-01-19,1,0.0,0.0,0.0,-0.0007119860148075568,-0.0004852081438093913,-0.0005236947284413452,,,33,34,33,0,0
2011-01-20,1,0.0,0.0,0.0,0.0011765725275666719,0.00038444825100858926,-0.0015923799701646245,,,34,33,33,0,0
2011-01-21,1,0.0,0.0,0.0,0.0003424152704689296,-0.0003597189633351402,-0.0010616903134920525,,,34,33,33,0,0
2011-01-24,1,0.0,0.0,0.5,-0.0008449062045905128,-0.000810435349811242,0.0015056846148695997,,,33,33,34,0,0
2011-01-25,1,0.0,0.5,0.5,-0.0026560177474438257,0.00022946512670812824,0.006699871297137548,,,33,33,34,0,0
2011-01-26,1,0.0,0.5,0.5,2.604732135010023e-06,-0.0004977356466316342,0.0011347171400149627,,,33,33,34,0,0
2011-01-27,1,0.0,0.5,0.0,0.0008388267172020688,-0.005297613980331464,-0.006168236342741033,,,34,33,33,0,0
2011-01-28,2,0.0,0.0,0.0,-0.0023926810397152313,-0.0007786450895873563,-0.0054317863643455625,,,33,34,33,0,0
2011-01-31,1,0.0,0.0,0.25,0.0024419317518761174,0.005389405838283394,0.0031029372395220186,,,33,34,33,0,0
2011-02-01,1,0.0,0.25,0.5,-0.0007019225872447669,-0.0010579847193110368,0.00510548214610122,,,33,33,34,0,0
2011-02-02,1,0.0,0.5,0.5,-0.0005200040249074022,-0.0028417039793661924,-2.2325084627575022e-05,,,33,33,34,0,0
2011-02-03,1,0.0,0.5,0.25,0.0028012564346275035,0.0028711431235827916,-0.00244758332438677,,,34,33,33,0,0
2011-02-04,1,0.0,0.25,0.25,-0.0017101917414599464,-0.00032268979324631594,-0.007611603468633339,,,33,34,33,0,0
2011-02-07,1,0.0,0.25,0.25,0.001180628425025929,-0.0006230501858068557,-0.007050203928148158,,,34,33,33,0,0
2011-02-08,1,0.0,0.25,0.25,0.00023332704405208226,-0.0014456835074546704,-0.0007870955867915885,,,34,33,33,0,0
2011-02-09,1,0.0,0.25,0.5,-0.0015884259596461068,-6.900594515936403e-05,0.00822830591553081,,,33,33,34,0,0
2011-02-10,1,0.0,0.5,0.25,-0.0023991285200283675,0.0029586333522956896,-0.0017532978553914638,,,33,34,33,0,0
2011-02-11,1,0.0,0.25,0.25,-0.0009831956734764797,-0.00029732974513551317,-0.003992591963230286,,,33,34,33,0,0
2011-02-14,1,0.0,0.25,0.25,-0.0028205007990776453,0.0010808163839132149,0.00045138839885082297,,,33,34,33,0,0
2011-02-15,1,0.0,0.25,0.25,-0.0007486531100886408,0.0019052674969425743,0.0025376796863283107,,,33,33,34,0,0
2011-02-16,1,0.0,0.25,0.25,-0.0014085958261089626,-0.002389154257361478,-0.005250203957409873,,,34,33,33,0,0
2011-02-17,1,0.0,0.25,0.5,-0.001720201678421314,-0.002913244344520567,-0.0006257396096892813,,,33,33,34,0,0
2011-02-18,1,0.0,0.5,0.5,-0.0008448324792262093,0.00200993924726439,0.002943063830520499,,,33,33,34,0,0
2011-02-22,2,0.0,0.5,0.0,0.002053424791661931,-0.00331073384041034,-0.006092533194263807,,,34,33,33,0,0
2011-02-23,2,0.0,0.0,0.5,0.0003366517085525274,-0.0006711684618880418,0.0077467313189048485,,,33,33,34,0,0
2011-02-24,2,0.0,0.5,0.5,-0.00027455556807418806,-0.0001279523897639535,0.000301171715574969,,,33,33,34,0,0
2011-02-25,2,0.0,0.5,0.5,-0.0043012342038237965,-0.002446388651494404,0.003072674214969834,,,33,33,34,0,0
2011-02-28,1,0.0,0.5,0.5,-0.0024799403925660564,-0.0020327001798037606,0.0032093267459284043,,,33,33,34,0,0
2011-03-01,2,0.0,0.5,0.5,0.002913834062285119,9.849957221225422e-05,0.0076126333698129265,,,33,33,34,0,0
2011-03-02,1,0.0,0.5,0.0,0.0016316737159952903,-0.0016961359276303455,-0.00418850603536048,,,34,33,33,0,0
2011-03-03,1,0.0,0.0,0.0,-0.00047007134313600064,-0.00613746792893036,-0.0015075953826804728,,,34,33,33,0,0
2011-03-04,1,0.0,0.0,0.0,0.0015555505924056408,0.0005423297345657506,-0.005041810840465759,,,34,33,33,0,0
2011-03-07,2,0.0,0.0,0.5,-0.0018607447158179844,-0.0016306522668606722,0.004261181201733337,,,33,33,34,0,0
2011-03-08,2,0.0,0.5,0.5,-0.0026575448458169403,-0.0009009692216208434,-0.002112673280657811,,,33,34,33,0,0
2011-03-09,2,0.0,0.5,0.25,-0.004397589821258682,0.00212891643090996,-0.001228310566613073,,,33,34,33,0,0
2011-03-10,2,0.0,0.25,0.25,-0.0031686600470925996,-0.001080479535707414,-0.014176947829019336,,,34,34,32,0,0
2011-03-11,2,0.0,0.25,0.0,0.00026170064987794846,-0.016118038436753968,-0.013227739716632969,,,35,32,33,0,0
2011-03-14,2,0.0,0.0,0.0,-0.0007160937557180037,-0.002076328556271826,-0.00013072672442259055,,,33,33,34,0,0
2011-03-15,2,0.0,0.0,0.5,-0.006970034187635715,-0.002472636470734075,0.007923089388394861,,,33,33,34,0,0
2011-03-16,2,0.0,0.5,0.25,-0.001343589213862876,0.003721471694233063,-0.0005245746992771412,,,33,34,33,0,0
2011-03-17,2,0.0,0.25,0.25,-0.0028139004720253765,0.002590670883618897,0.00041743386258816744,,,33,34,33,0,0
2011-03-18,2,0.0,0.25,0.25,0.0008339855205650234,0.002443611002257479,0.0007420589316665931,,,33,34,33,0,0
2011-03-21,2,0.0,0.25,0.25,-0.002664850465924095,0.012331422942483681,0.004078331225079245,,,33,34,33,0,0
2011-03-22,2,0.0,0.25,0.25,-0.00018118836399890606,0.0013579579501687877,-0.013776603460773845,,,34,34,32,0,0
2011-03-23,2,0.0,0.25,0.0,0.0013189587727240506,-0.0027509299435449523,0.00040744498550584384,,,34,33,33,0,0
2011-03-24,2,0.0,0.0,0.5,-0.0026801063727426994,-0.006862000477183806,-0.0006690490625026319,,,33,33,34,0,0
2011-03-25,2,0.0,0.5,0.25,-0.002115507590746775,-0.000984740422248131,-0.010154271709566776,,,33,34,33,0,0
2011-03-28,2,0.0,0.25,0.25,0.003120108503537045,0.006242930777246829,-0.0006394437602463661,,,33,34,33,0,0
2011-03-29,0,1.0,0.25,0.5,,0.0008452953627672545,0.011646588654097362,0.006465841716055512,0.011539440725931152,0,25,25,25,25
2011-03-30,0,1.0,0.5,0.5,,,0.005763037529946152,0.007324900021391108,0.0060905458689488705,0,0,33,34,33
2011-03-31,1,0.0,0.5,0.25,-0.00022120828024020268,0.002389366465454958,-0.005028548372695316,,,33,34,33,0,0
2011-04-01,1,0.0,0.25,0.25,-0.001700388533595078,0.0037950896684478515,0.000481185158298988,,,33,34,33,0,0
2011-04-04,1,0.0,0.25,0.25,-0.0009211856137267457,-0.001031137574123972,0.0006070155267830749,,,33,33,34,0,0
2011-04-05,1,0.0,0.25,0.25,0.002681343589041381,0.0034429160945541014,0.002188383989223261,,,33,34,33,0,0
2011-04-06,1,0.0,0.25,0.25,-0.002623581938271148,-0.0017610476178527843,4.573017440570642e-05,,,33,33,34,0,0
2011-04-07,1,0.0,0.25,0.25,-0.0008523978938267795,-0.0016258235651879526,-0.003978018777350149,,,34,33,33,0,0
2011-04-08,1,0.0,0.25,0.5,0.00042614712452520247,0.0013641544655367923,0.003641858197498438,,,33,33,34,0,0
2011-04-11,1,0.0,0.5,0.5,-0.0004944467255949462,-0.004480614311261147,-0.0016764880547097856,,,34,33,33,0,0
2011-04-12,1,0.0,0.5,0.5,-0.0014768305142462323,-9.749666940318195e-05,-0.001199015438065607,,,33,34,33,0,0
2011-04-13,1,0.0,0.5,0.25,-0.002394951184102275,0.0011529302241726786,-0.0018452721511238272,,,33,34,33,0,0
2011-04-14,1,0.0,0.25,0.25,-0.000321758838653458,0.0016458190829183991,-0.01143026005907018,,,34,34,32,0,0
2011-04-15,1,0.0,0.25,0.5,-0.0018931177573431623,-0.0033993633045265722,0.0008631327285558827,,,33,33,34,0,0
2011-04-18,1,0.0,0.5,0.0,-0.00020717027116637227,-0.006060709469162797,-0.003808051085340489,,,34,33,33,0,0
2011-04-19,1,0.0,0.0,0.25,-0.0019706594785857136,0.0007289124406104887,-0.017070584287368563,,,34,34,32,0,0
2011-04-20,1,0.0,0.25,0.25,-0.0009513185336605087,0.002528904625310541,-0.0009365871823929424,,,33,34,33,0,0
2011-04-21,1,0.0,0.25,0.25,-9.315832599351791e-06,0.0006955628843216681,-0.001209864832981943,,,33,34,33,0,0
2011-04-25,1,0.0,0.25,0.25,-0.0007479135287976024,0.0015278626403493637,-0.008358540483363493,,,33,34,33,0,0
2011-04-26,1,0.0,0.25,0.25,-0.002754742466905436,-0.0013148843992156758,-0.001660353284228341,,,33,34,33,0,0
2011-04-27,1,0.0,0.25,0.0,0.002209948906506523,-0.004305498971393219,-0.0047241303856545985,,,34,33,33,0,0
2011-04-28,1,0.0,0.0,0.0,-0.0017267086447361525,-0.0003809950511746084,-0.0049903961557078375,,,33,34,33,0,0
2011-04-29,1,0.0,0.0,0.0,-0.0007613931299964815,-0.001217786778931974,-0.0028512385922371715,,,34,33,33,0,0
2011-05-02,1,0.0,0.0,0.0,0.0010653526018787347,0.0009408909398495289,0.0011827239459956842,,,33,33,34,0,0
2011-05-03,1,0.0,0.0,0.25,-0.0033553694830370556,0.000469009764000179,0.0003289109790816293,,,33,34,33,0,0
2011-05-04,1,0.0,0.25,0.25,-0.0027453581358777264,-0.00022124881602929314,-0.0026662829988854464,,,33,34,33,0,0
2011-05-05,2,0.0,0.25,0.25,-0.0033687939572007368,0.0010335598210852593,-0.009436147304893582,,,33,34,33,0,0
2011-05-06,2,0.0,0.25,0.5,9.9695762007045e-05,-0.006532900274976116,0.0013467847411832833,,,33,33,34,0,0
2011-05-09,1,0.0,0.5,0.5,-0.00029168631061504815,-0.0018769578235676692,0.0010078621736855002,,,33,33,34,0,0
2011-05-10,1,0.0,0.5,0.5,0.0008992889631167639,-0.005166464179027879,0.002722096648485536,,,33,33,34,0,0
2011-05-11,1,0.0,0.5,0.5,0.00015022850451220632,-0.0001877319942406513,0.003510271752770841,,,33,33,34,0,0
2011-05-12,1,0.0,0.5,0.5,-0.0009316205325907019,0.002308335231463829,0.00048390492179952544,,,33,34,33,0,0
2011-05-13,1,0.0,0.5,0.5,-0.00029365078480926554,0.00016749075007830823,0.002395893139367698,,,33,33,34,0,0
2011-05-16,2,0.0,0.5,0.5,0.000549758471184619,0.001914505689885302,0.004374028138833071,,,33,33,34,0,0
2011-05-17,2,0.0,0.5,0.0,-0.0035268801214198915,-0.022052792011723076,-0.005558109114768277,,,34,32,34,0,0
2011-05-18,1,0.0,0.0,0.0,0.0017546175785081402,-0.0001797491491588254,-0.0030382750688945997,,,34,33,33,0,0
2011-05-19,1,0.0,0.0,0.5,-0.0010885737564997962,0.0021013638081139167,0.002244070757942564,,,33,33,34,0,0
2011-05-20,2,0.0,0.5,0.5,0.0011635229094640394,-0.003256919813536403,0.007041196564771134,,,33,33,34,0,0
2011-05-23,2,0.0,0.5,0.5,-0.0009095930779498357,-0.0014328323422781871,0.003679736978224003,,,33,33,34,0,0
2011-05-24,2,0.0,0.5,0.25,-0.0029692723808232282,0.0016461476098635123,-0.003438825073274632,,,33,34,33,0,0
2011-05-25,2,0.0,0.25,0.25,-0.005839646088504187,0.0028560931388214683,-0.009638806136592636,,,33,34,33,0,0
2011-05-26,2,0.0,0.25,0.25,0.0005728723578647803,0.0027692678387090347,-0.006701181341972189,,,33,34,33,0,0
2011-05-27,2,0.0,0.25,0.5,-0.003948697355975173,0.004708865288832578,0.01043231100335298,,,32,34,34,0,0
2011-05-31,2,0.0,0.5,0.0,0.0005575498909043411,0.0003332642100640607,-0.0033493416378812405,,,34,33,33,0,0
2011-06-01,2,0.0,0.0,0.0,-0.0061919210453312305,-0.009601856515983108,-0.020126785467749,,,34,34,32,0,0
2011-06-02,2,0.0,0.0,0.5,-0.0006202673059497692,0.0022447117296718693,0.010779511127028563,,,33,33,34,0,0
2011-06-03,2,0.0,0.5,0.0,0.001528876320420267,-0.002693845447134906,-0.0023322873945618734,,,34,33,33,0,0
2011-06-06,2,0.0,0.0,0.25,-0.0027449920487423803,0.0034695312237560025,-0.009428805420402833,,,33,34,33,0,0
2011-06-07,2,0.0,0.25,0.25,-0.0005310146032931188,0.0004023428772611955,-0.0009295708038281581,,,33,34,33,0,0
2011-06-08,2,0.0,0.25,0.25,-0.0017863956155803526,0.0023590037987418003,0.0025067807864790083,,,33,33,34,0,0
2011-06-09,2,0.0,0.25,0.0,-1.6366346679435622e-05,-0.0021092302426355394,-0.00235997196802914,,,34,33,33,0,0
2011-06-10,2,0.0,0.0,0.5,-0.0007577799828315294,0.0016726566856040343,0.0017536811609867816,,,33,33,34,0,0
2011-06-13,2,0.0,0.5,0.5,-0.0006886537335931154,-0.0006196943303100602,-0.0013923835871907956,,,33,34,33,0,0
2011-06-14,2,0.0,0.5,0.25,-0.006305306660203644,0.008085339413719798,-0.004298542843115112,,,33,34,33,0,0
2011-06-15,2,0.0,0.25,0.5,0.0021287915628788166,-0.012063087018181496,0.00292792588072368,,,34,32,34,0,0
2011-06-16,2,0.0,0.5,0.25,-0.000482386005112657,0.0049230306772554055,0.0010660159692688883,,,33,34,33,0,0
2011-06-17,2,0.0,0.25,0.25,-0.0034338334652031254,-0.0018681369478609035,-0.007147088499434145,,,33,34,33,0,0
2011-06-20,2,0.0,0.25,0.5,0.0007497703488371342,0.0005566345482990766,0.0032960392163791244,,,33,33,34,0,0
2011-06-21,2,0.0,0.5,0.25,-0.003021392690221,-0.0009895586936206748,-0.007376258459452807,,,33,34,33,0,0
2011-06-22,2,0.0,0.25,0.25,0.0009200168368405457,0.005047274981257498,0.003664221417113799,,,33,34,33,0,0
2011-06-23,2,0.0,0.25,0.25,-0.005405625572934617,0.0008540130620903642,-0.006137943771684746,,,33,34,33,0,0
2011-06-24,2,0.0,0.25,0.5,0.00011086164552527044,-0.005029325915118212,0.0033315083470732633,,,33,33,34,0,0
2011-06-27,2,0.0,0.5,0.5,-0.0027380811478551308,-0.003671371817732302,-0.0009329321247468653,,,33,33,34,0,0
2011-06-28,2,0.0,0.5,0.5,-0.0008590097102919587,0.0002502115875445329,0.008103295846400837,,,33,33,34,0,0
2011-06-29,2,0.0,0.5,0.5,0.0025006469539643906,-0.0013917060207911459,0.0005985293673093279,,,34,33,33,0,0
2011-06-30,2,0.0,0.5,0.5,0.0014008254736771915,-0.003211191165879492,0.007341128669802365,,,33,33,34,0,0
2011-07-01,0,1.0,0.5,1.0,,,-0.0010605786153240794,-0.0011701295957572528,0.008888751747472876,0,0,33,33,34
2011-07-05,0,1.0,1.0,0.5,,,0.003809559028574312,-0.00023424060031522538,-0.010775732649221546,0,0,34,34,32
2011-07-06,0,1.0,0.5,0.75,,,-0.007837114528609553,0.007294073960394243,0.0072672130142188715,0,0,32,34,34
2011-07-07,0,1.0,0.75,0.75,,,-0.0030611364005467606,0.005993392856676332,-0.02071347498104931,0,0,34,35,31
2011-07-08,0,1.0,0.75,0.5,,,0.010957918618060811,0.003975855428264969,0.00010834412913343008,0,0,34,33,33
2011-07-11,2,0.0,0.5,0.25,-0.0029644993606257205,0.0044198934133772095,-0.0047606196275046956,,,33,34,33,0,0
2011-07-12,2,0.0,0.25,0.25,-0.0017098944845207178,-0.003671945196521774,-0.014654379950796013,,,34,34,32,0,0
2011-07-13,2,0.0,0.25,0.5,0.003834075496967448,0.0005391575496276967,0.007147942391854858,,,33,33,34,0,0
2011-07-14,2,0.0,0.5,0.5,0.0004302659934977165,-0.002936776040692641,0.003170111580805289,,,33,33,34,0,0
2011-07-15,2,0.0,0.5,0.25,-0.002062344768465821,0.006536430366022174,-0.012341522657487378,,,33,35,32,0,0
2011-07-18,2,0.0,0.25,0.25,0.0027677167570588053,0.003070851039125595,0.0014432803645716562,,,33,34,33,0,0
2011-07-19,0,1.0,0.25,1.0,,-0.00012422287836403635,0.004970067466597253,0.0004656553037005113,0.005676969048377001,0,25,25,25,25
2011-07-20,0,1.0,1.0,0.75,,,0.0049179668811693625,0.006423041981724431,-0.0006383798616552962,0,0,33,34,33
2011-07-21,0,1.0,0.75,1.0,,,0.00040598837123106165,-0.0008372302175756987,0.005189391254626343,0,0,33,33,34
2011-07-22,0,1.0,1.0,1.0,,,0.0029989300794238476,-0.005456039768018931,0.01050757138309806,0,0,34,32,34
2011-07-25,0,1.0,1.0,1.0,,,0.000592302719001799,-0.014090831179819522,0.006059970277272741,0,0,34,32,34
2011-07-26,0,1.0,1.0,1.0,,,0.001716034897158932,-0.014937998167448648,0.010483773122288919,0,0,33,32,35
2011-07-27,2,0.0,1.0,1.0,0.002293449198443631,0.0016746280577429663,0.004923332718749662,,0.004902915014297829,25,25,25,0,25
2011-07-28,2,0.0,1.0,0.25,-0.0042907829079841765,0.002835819630726802,-0.00048682190608555757,,-0.00019438920119979115,25,25,25,0,25
2011-07-29,2,0.0,0.25,0.5,0.0011167728251893457,-0.003282508435397025,0.001467981234023387,,,33,33,34,0,0
2011-08-01,2,0.0,0.5,0.25,-0.005143424420741083,0.002120010377844647,-0.0044172394028158275,,,33,34,33,0,0
2011-08-02,3,1.0,0.25,0.75,,0.006683060543110454,-0.001111559872086387,0.02806119265463151,-0.06617155904267905,0,26,25,28,21
2011-08-03,3,1.0,0.75,0.5,,,0.021359571948597885,0.0066667069108821055,-0.02072916147329105,0,0,36,34,30
2011-08-04,3,1.0,0.5,0.75,,,-0.013091302378228312,-0.0017239071917613058,-0.016621662120139057,0,0,33,34,33
2011-08-05,3,1.0,0.75,0.5,,,0.03525695441331485,-0.0019418542034893137,-0.017340025024591713,0,0,37,32,31
2011-08-08,3,1.0,0.5,0.75,,,-0.059140507172266696,0.022950276404549972,-0.008304188757455843,0,0,28,38,34
2011-08-09,3,1.0,0.75,1.0,,,-0.006661760997666039,-0.022709437760741056,0.02964787306220993,0,0,32,31,37
2011-08-10,3,1.0,1.0,1.0,,,-0.005771196150609458,-0.0019731174619927495,0.01207982078303643,0,0,32,33,35
2011-08-11,3,1.0,1.0,1.0,,,-0.024624455770093385,-0.0060520227831233646,0.007360559650386551,0,0,31,34,35
2011-08-12,3,1.0,1.0,0.75,,,-0.014936258971394207,0.024916200280244667,0.02249457513240704,0,0,30,35,35
2011-08-15,3,1.0,0.75,0.75,,,0.005939994339591189,0.017466743854285535,-0.028940937484251885,0,0,34,36,30
2011-08-16,3,1.0,0.75,0.5,,,-0.00016072012838581638,-0.009295951914690874,-0.03519982890307361,0,0,35,34,31
2011-08-17,3,1.0,0.5,0.5,,,0.027241190645710636,0.003352897619649062,-0.017460856547988315,0,0,36,33,31
2011-08-18,3,1.0,0.5,1.0,,,0.0011563215863609401,-0.007500831491930254,0.01770679142924512,0,0,33,32,35
2011-08-19,3,1.0,1.0,0.75,,,0.004414005860979512,0.009703088524794182,-0.006134523936605496,0,0,34,34,32
2011-08-22,3,1.0,0.75,1.0,,,-0.0013353503808048507,-0.005570500339935343,0.005282106688758174,0,0,33,33,34
2011-08-23,3,1.0,1.0,0.5,,,0.00527532945882907,-0.014797171191644103,0.0029835462150651507,0,0,34,32,34
2011-08-24,3,1.0,0.5,0.75,,,-0.0317872988856974,0.038915315671748454,0.016916887801361986,0,0,29,37,34
2011-08-25,3,1.0,0.75,1.0,,,-0.03748410489176641,-0.013318811463565953,-0.005222888989805173,0,0,31,34,35
