date,regime,previous_action,chosen_action,best_action,chosen_value,previous_value,best_value,chosen_minus_previous,best_minus_previous,switched,chose_best
2010-10-18,0,4,4,4,0.003479437389898,0.003479437389898,0.003479437389898,0.0,0.0,False,True
2010-10-19,0,4,2,2,0.0048465570273365,-0.002778186922303,0.0048465570273365,0.0076247439496395,0.0076247439496395,True,True
2010-10-20,0,2,3,3,0.0099243211495654,-0.0032909578525744,0.0099243211495654,0.0132152790021398,0.0132152790021398,True,True
2010-10-21,0,3,3,3,-0.0038197789878333,-0.0038197789878333,-0.0038197789878333,0.0,0.0,False,True
2010-10-22,0,3,2,2,0.000529664945368,-0.0030824091953151,0.000529664945368,0.0036120741406831,0.0036120741406831,True,True
2010-10-25,0,2,3,3,0.0087427880764299,-0.0130972638414106,0.0087427880764299,0.0218400519178405,0.0218400519178405,True,True
2010-10-26,0,3,2,2,0.0126717379303843,-0.0054538370015109,0.0126717379303843,0.0181255749318952,0.0181255749318952,True,True
2010-10-27,0,2,4,4,-0.0113223007454272,-0.0296147890685631,-0.0113223007454272,0.0182924883231359,0.0182924883231359,True,True
2010-10-28,0,4,2,2,0.0036784921845131,-0.0096741187695308,0.0036784921845131,0.0133526109540439,0.0133526109540439,True,True
2010-10-29,0,2,0,0,0.0056601175183788,0.0026318969979703,0.0056601175183788,0.0030282205204085,0.0030282205204085,True,True
2010-11-01,0,0,0,0,-0.0010037433823671,-0.0010037433823671,-0.0010037433823671,0.0,0.0,False,True
2010-11-02,0,0,0,0,-0.0056618204293565,-0.0056618204293565,-0.0056618204293565,0.0,0.0,False,True
2010-11-03,0,0,0,0,0.0066213814004056,0.0066213814004056,0.0066213814004056,0.0,0.0,False,True
2010-11-04,0,0,1,1,0.005675073126121,-0.0343498508835834,0.005675073126121,0.0400249240097044,0.0400249240097044,True,True
2010-11-05,0,1,3,3,0.0111323637927699,-0.0087439438118515,0.0111323637927699,0.019876307604621397,0.019876307604621397,True,True
2010-11-08,0,3,1,1,0.0098735448666065,-0.0360652838362722,0.0098735448666065,0.0459388287028787,0.0459388287028787,True,True
2010-11-09,0,1,0,0,0.0064895370157967,-0.0024211861287268,0.0064895370157967,0.0089107231445235,0.0089107231445235,True,True
2010-11-10,0,0,2,2,-0.0074200739272438,-0.008884453148843,-0.0074200739272438,0.001464379221599199,0.001464379221599199,True,True
2010-11-11,0,2,4,4,0.0035288221830202,-0.0145273293923151,0.0035288221830202,0.0180561515753353,0.0180561515753353,True,True
2010-11-12,0,4,1,1,0.0052335658522584,-0.0144976589606269,0.0052335658522584,0.0197312248128853,0.0197312248128853,True,True
2010-11-15,0,1,2,2,0.0091749829446857,-0.0018576265045842,0.0091749829446857,0.0110326094492699,0.0110326094492699,True,True
2010-11-16,2,2,0,0,0.0206289942011748,0.0032307109597155,0.0206289942011748,0.0173982832414593,0.0173982832414593,True,True
