regime,mcts_avg_position,regime_rule_position,next_5d_return,next_20d_return
0.0,0.7538782816229117,1.0,0.004370369335576668,0.014661691739093931
1.0,0.2561099796334012,0.0,0.0010072152780341084,0.004115863994078326
2.0,0.27516940948693125,0.0,0.003668272558241142,0.01383301530601576
3.0,0.7651515151515151,1.0,0.00439622905651539,0.022932519239882775
